backend,model,physical_tenants,repetition,rss_mib,pss_mib,private_mib,warmup_requests_per_unit,memory_samples,timestamp_unix
docker,random_forest,20,8,113.539062500,49.350781250,46.414062500,100,5,1787785902.129404
docker,random_forest,20,9,114.191406250,49.386718750,46.449218750,100,5,1787785928.647084
docker,random_forest,20,10,114.542968750,49.406445312,46.425781250,100,5,1787785955.062392
docker,random_forest,20,11,114.503906250,49.471093750,46.491406250,100,5,1787785981.330567
docker,random_forest,20,12,113.761718750,49.345117188,46.410156250,100,5,1787786007.367346
docker,random_forest,20,13,114.312500000,49.436914063,46.460937500,100,5,1787786033.671218
docker,random_forest,20,14,114.019531250,49.409375000,46.445312500,100,5,1787786060.145700
docker,random_forest,20,15,114.433593750,49.455664062,46.496875000,100,5,1787786086.430564
docker,random_forest,20,16,113.527343750,49.307421875,46.382031250,100,5,1787786113.200951
docker,random_forest,20,17,114.347656250,49.344335937,46.375000000,100,5,1787786139.189166
docker,random_forest,20,18,114.160156250,49.417578125,46.464843750,100,5,1787786165.569891
docker,random_forest,20,19,114.296875000,49.382031250,46.432031250,100,5,1787786191.482769
docker,random_forest,20,20,113.792968750,49.377148437,46.429687500,100,5,1787786218.056712
docker,random_forest,100,1,571.312500000,235.617968750,232.105468750,100,5,1787786346.973300
docker,random_forest,100,2,570.730468750,235.891992187,232.378906250,100,5,1787786476.246783
docker,random_forest,100,3,570.765625000,235.603710938,232.093750000,100,5,1787786606.363501
docker,random_forest,100,4,571.105468750,235.622265625,232.113281250,100,5,1787786737.355102
docker,random_forest,100,5,570.335937500,235.865820313,232.351562500,100,5,1787786869.432738
docker,random_forest,100,6,570.210937500,235.647265625,232.136718750,100,5,1787786999.339933
docker,random_forest,100,7,569.707031250,235.654492188,232.144531250,100,5,1787787129.164575
docker,random_forest,100,8,570.800781250,235.687304687,232.179687500,100,5,1787787259.899169
docker,random_forest,100,9,570.863281250,235.612695312,232.097656250,100,5,1787787390.190847
docker,random_forest,100,10,570.953125000,235.665429687,232.160156250,100,5,1787787520.586908
docker,random_forest,100,11,571.417968750,235.785937500,232.269531250,100,5,1787787651.172448
docker,random_forest,100,12,570.937500000,235.769921875,232.257812500,100,5,1787787780.338632
docker,random_forest,100,13,569.578125000,235.681445312,232.171875000,100,5,1787787910.375493
docker,random_forest,100,14,570.257812500,235.691015625,232.179687500,100,5,1787788040.870682
docker,random_forest,100,15,570.699218750,235.836328125,232.328125000,100,5,1787788169.693343
docker,random_forest,100,16,570.164062500,235.680078125,232.175781250,100,5,1787788299.258201
docker,random_forest,100,17,570.074218750,235.683984375,232.171875000,100,5,1787788429.153752
docker,random_forest,100,18,570.593750000,235.848632812,232.347656250,100,5,1787788558.197884
docker,random_forest,100,19,570.800781250,235.784960937,232.273437500,100,5,1787788687.380345
docker,random_forest,100,20,570.910156250,235.674218750,232.167968750,100,5,1787788816.963284
docker,random_forest,200,1,1141.085937500,468.139648438,464.582031250,100,5,1787789062.246072
docker,random_forest,200,2,1142.312500000,468.442382812,464.886718750,100,5,1787789302.314218
docker,random_forest,200,3,1141.074218750,468.236914062,464.687500000,100,5,1787789541.660193
docker,random_forest,200,4,1141.589843750,467.999023438,464.449218750,100,5,1787789780.972321
docker,random_forest,200,5,1141.148437500,467.728320312,464.179687500,100,5,1787790020.412871
docker,random_forest,200,6,1141.769531250,468.242382813,464.703125000,100,5,1787790260.978311
docker,random_forest,200,7,1141.960937500,467.987500000,464.437500000,100,5,1787790501.610601
docker,random_forest,200,8,1141.960937500,468.248242188,464.707031250,100,5,1787790741.320814
docker,random_forest,200,9,1142.031250000,469.193164062,465.640625000,100,5,1787791011.842558
docker,random_forest,200,10,1141.847656250,469.522460938,465.968750000,100,5,1787791293.347574
docker,random_forest,200,11,1143.378906250,469.195703125,465.648437500,100,5,1787791574.019378
docker,random_forest,200,12,1143.351562500,469.182812500,465.640625000,100,5,1787791854.801986
docker,random_forest,200,13,1142.988281250,469.105078125,465.558593750,100,5,1787792136.541712
docker,random_forest,200,14,1142.898437500,469.175390625,465.632812500,100,5,1787792418.210356
docker,random_forest,200,15,1143.500000000,469.157617188,465.601562500,100,5,1787792699.443904
docker,random_forest,200,16,1143.101562500,469.991992187,466.445312500,100,5,1787792980.639688
docker,random_forest,200,17,1143.296875000,469.270117187,465.707031250,100,5,1787793261.897113
docker,random_forest,200,18,1142.132812500,469.156054687,465.601562500,100,5,1787793543.178864
docker,random_forest,200,19,1143.289062500,469.612304688,466.074218750,100,5,1787793824.622366
docker,random_forest,200,20,1143.574218750,469.739648438,466.183593750,100,5,1787794106.054180
