backend,model,repetition,throughput_rps,p95_latency_ms,p99_latency_ms,error_rate,timestamp_unix
docker,random_forest,1,5764.214077552465,5.8368166,6.480009960000002,0.0,1788123475.8690763
docker,random_forest,2,5793.525132261129,5.79127955,6.472876120000002,0.0,1788123492.3428462
docker,random_forest,3,5657.259740598048,5.94063565,6.557587860000063,0.0,1788123508.7202058
docker,random_forest,4,5722.506104269723,5.855054050000001,6.6122969600000205,0.0,1788123525.1802495
docker,random_forest,5,5657.140731328795,5.921807200000001,6.666161860000029,0.0,1788123541.5410364
docker,random_forest,6,5670.639322288319,5.961613,6.591235980000018,0.0,1788123557.8188055
docker,random_forest,7,5706.91756804854,5.9217177,6.631849020000062,0.0,1788123574.1750348
docker,random_forest,8,5713.311004034544,5.93632425,6.477693510000003,0.0,1788123590.678048
docker,random_forest,9,5691.685941848127,5.913651150000001,6.585283970000002,0.0,1788123606.940997
docker,random_forest,10,5745.816054322187,5.88421895,6.632387770000001,0.0,1788123623.2184105
docker,random_forest,11,5554.686124376195,7.084012300000004,8.831356610000023,0.0,1788123639.533899
docker,random_forest,12,5640.0460206887155,5.951560799999999,6.644777360000003,0.0,1788123655.9906933
docker,random_forest,13,5675.468735827821,5.94450085,6.578431490000019,0.0,1788123672.329164
docker,random_forest,14,5788.557149700842,5.807360350000001,6.397351770000002,0.0,1788123688.6861823
docker,random_forest,15,5686.529612613823,5.902072700000001,6.543566140000014,0.0,1788123705.0300388
docker,random_forest,16,5716.278852634785,5.9043052000000005,6.564977980000017,0.0,1788123721.396091
docker,random_forest,17,5703.940979539126,5.9005094499999995,6.599776790000014,0.0,1788123737.8081374
docker,random_forest,18,5753.767553751159,5.878925850000001,6.486204860000006,0.0,1788123754.1664789
docker,random_forest,19,5681.817650372666,5.92850605,6.569048180000028,0.0,1788123770.6436234
docker,random_forest,20,5662.397491433604,5.9701223,6.510953280000019,0.0,1788123786.8711479
