model,concurrency,baseline,comet_p95_ms,baseline_p95_ms,latency_improvement_pct,latency_ratio,comet_throughput_rps,baseline_throughput_rps,throughput_improvement_pct,throughput_ratio,comet_ci_target_met,baseline_ci_target_met,comet_backend,baseline_backend
random_forest,192,docker_only,22.098277185,39.3480484925,43.83895000736293,0.5616104999263707,8613.325342236581,5074.708095948634,69.73045896202352,1.6973045896202352,True,True,wasmtime,docker
random_forest,192,random,22.098277185,38.733337552500004,42.94765547883004,0.5705234452116995,8613.325342236581,5145.40266511952,67.39847010664435,1.6739847010664435,True,True,wasmtime,docker
random_forest,192,best_static,22.098277185,22.0020072375,-0.43755074916946657,1.0043755074916947,8613.325342236581,8671.206377011964,-0.6675084441402469,0.9933249155585975,True,True,wasmtime,wasmtime
svm,24,wasmtime_only,3.7918876545454547,3.8238595925000003,0.8361169436569881,0.9916388305634302,9084.329215602274,9177.941845358708,-1.0199741002256761,0.9898002589977433,True,True,wasmtime,wasmtime
svm,24,docker_only,3.7918876545454547,4.5351574475000005,16.389062597248355,0.8361093740275165,9084.329215602274,5633.4162742315675,61.25790769547618,1.6125790769547619,True,True,wasmtime,docker
svm,24,random,3.7918876545454547,4.320991281666667,12.24495937694023,0.8775504062305977,9084.329215602274,5922.034059809934,53.398800544788386,1.5339880054478838,True,False,wasmtime,docker
svm,24,best_static,3.7918876545454547,3.8605709000000004,1.7790955595335816,0.9822090444046642,9084.329215602274,8437.761686541733,7.662784907658857,1.0766278490765886,True,False,wasmtime,wasmtime
svm,48,wasmtime_only,5.323490375,5.461139400833334,2.520518443684647,0.9747948155631535,9247.884683483799,9161.750264550838,0.9401524429915677,1.0094015244299157,True,False,wasmtime,wasmtime
svm,48,docker_only,5.323490375,9.0591342075,41.236212500387545,0.5876378749961245,9247.884683483799,5415.421329356135,70.76944010528767,1.7076944010528767,True,True,wasmtime,docker
svm,48,random,5.323490375,8.746213896666667,39.13377333443818,0.6086622666556182,9247.884683483799,5699.187252939287,62.26672809731447,1.6226672809731448,True,False,wasmtime,docker
svm,48,best_static,5.323490375,5.3062063975000004,-0.32573134562091804,1.0032573134562093,9247.884683483799,9252.287086613707,-0.047581782630567865,0.9995241821736943,True,True,wasmtime,wasmtime
svm,96,wasmtime_only,10.4888678725,10.4589942525,-0.2856261250249697,1.0028562612502496,9022.319016736634,9066.054969087405,-0.4824143742774336,0.9951758562572257,True,True,wasmtime,wasmtime
svm,96,docker_only,10.4888678725,18.376127995,42.92122978598137,0.5707877021401864,9022.319016736634,5322.889144061225,69.50041176046061,1.695004117604606,True,True,wasmtime,docker
svm,96,random,10.4888678725,17.943373339655174,41.54461553046207,0.5845538446953793,9022.319016736634,5494.128682098594,64.21746811526037,1.6421746811526037,True,True,wasmtime,docker
svm,96,best_static,10.4888678725,10.842607113333333,3.26249247192895,0.9673750752807105,9022.319016736634,8879.331014813502,1.6103465642240689,1.0161034656422407,True,False,wasmtime,wasmtime
svm,192,wasmtime_only,21.7230163475,21.734604185,0.053315153114202894,0.9994668484688579,8660.41720608072,8660.245817177629,0.0019790304652871483,1.0000197903046528,True,True,wasmtime,wasmtime
svm,192,docker_only,21.7230163475,38.8561789225,44.09379164423936,0.5590620835576064,8660.41720608072,5081.9351515246835,70.415736286647,1.7041573628664701,True,True,wasmtime,docker
svm,192,random,21.7230163475,38.390335925,43.41540436129956,0.5658459563870044,8660.41720608072,5168.261332316634,67.56925877428014,1.6756925877428015,True,True,wasmtime,docker
svm,192,best_static,21.7230163475,21.9280325,0.9349500576488142,0.9906504994235119,8660.41720608072,8611.763131962602,0.564972275393155,1.0056497227539316,True,True,wasmtime,wasmtime
mlp,24,wasmtime_only,3.824532019642857,3.824986935,0.011893252575068639,0.9998810674742493,9123.585524115222,9192.377923172651,-0.7483634771370029,0.99251636522863,True,True,wasmtime,wasmtime
mlp,24,docker_only,3.824532019642857,4.4971974775,14.95743651957839,0.8504256348042161,9123.585524115222,5668.736979417937,60.945649043890334,1.6094564904389033,True,True,wasmtime,docker
mlp,24,random,3.824532019642857,4.331307763636364,11.700294037014846,0.8829970596298515,9123.585524115222,5925.884424525701,53.96158396804136,1.5396158396804136,True,True,wasmtime,docker
mlp,24,best_static,3.824532019642857,3.863621284166667,1.011726089303826,0.9898827391069618,9123.585524115222,8515.090958320507,7.146072411594454,1.0714607241159446,True,False,wasmtime,wasmtime
mlp,48,wasmtime_only,5.501621630833334,5.370145435,-2.448279984680409,1.024482799846804,9123.193848638932,9225.936898062886,-1.1136326918247905,0.988863673081752,False,True,wasmtime,wasmtime
mlp,48,docker_only,5.501621630833334,9.070480375,39.345862585218,0.6065413741478201,9123.193848638932,5405.677002794182,68.77060623346851,1.6877060623346851,False,True,wasmtime,docker
mlp,48,random,5.501621630833334,8.73890133367347,37.04447022837959,0.6295552977162041,9123.193848638932,5668.493174254987,60.94566171614024,1.6094566171614024,False,True,wasmtime,docker
mlp,48,best_static,5.501621630833334,5.26795653,-4.435592805344085,1.044355928053441,9123.193848638932,9256.790066364827,-1.443224020077177,0.9855677597992283,False,True,wasmtime,wasmtime
mlp,96,wasmtime_only,10.51734536,10.471835930000001,-0.4345888371839605,1.0043458883718397,9018.885021701655,9038.666622278239,-0.2188552958444823,0.9978114470415552,True,True,wasmtime,wasmtime
mlp,96,docker_only,10.51734536,18.422811267500002,42.91128966536269,0.570887103346373,9018.885021701655,5313.149765110787,69.74648599075579,1.697464859907558,True,True,wasmtime,docker
mlp,96,random,10.51734536,18.0642742375,41.77820142828199,0.5822179857171801,9018.885021701655,5418.629511860316,66.4421788195906,1.6644217881959058,True,True,wasmtime,docker
mlp,96,best_static,10.51734536,10.46923306,-0.4595589736541758,1.0045955897365417,9018.885021701655,9053.460961435387,-0.3819085306824987,0.996180914693175,True,True,wasmtime,wasmtime
mlp,192,wasmtime_only,22.627155935833333,21.9079757125,-3.2827324293726985,1.032827324293727,8470.59735988522,8625.272878983495,-1.793282615732196,0.982067173842678,False,True,wasmtime,wasmtime
mlp,192,docker_only,22.627155935833333,38.8985098125,41.830275645772645,0.5816972435422736,8470.59735988522,5063.501602496273,67.28734430950452,1.6728734430950452,False,True,wasmtime,docker
mlp,192,random,22.627155935833333,38.716807717500004,41.55727894475697,0.5844272105524303,8470.59735988522,5116.227026417551,65.56335979907526,1.6556335979907526,False,True,wasmtime,docker
mlp,192,best_static,22.627155935833333,21.8747677675,-3.4395252847034956,1.034395252847035,8470.59735988522,8654.647911020156,-2.126609343640437,0.9787339065635956,False,True,wasmtime,wasmtime
