physical_tenants,wasmtime_pss_mib,docker_pss_mib,docker_wasmtime_ratio
1,18.18478515635,3.20480468755,0.17623549907219577
20,18.376123047,49.522646484350005,2.6949453025367527
100,19.269746093800002,236.4492285158,12.270490091816882
200,20.35249023445,468.9291308594,23.04038107659469
