tenants,wasmtime_mib,docker_mib,docker_wasm_ratio
1,18.391347656249998,3.2032421874500003,0.174171150876017
20,18.64169921875,49.53568359385,2.657251520506593
100,19.87099609365,236.4156640624,11.897524560328876
200,21.36231445315,469.22024414050003,21.964859901746777
