physical_tenants,wasmtime_pss_mib,docker_pss_mib,docker_wasmtime_ratio
1,17.777792969,3.1873925781,0.17929067931311896
20,17.9992871094,49.3989160157,2.744492918827978
100,18.85927734375,235.97124023455,12.512210088089684
200,20.0078906249,468.40520507815,23.411023873511958
