physical_tenants,pss_mean_mib_wasmtime,ci95_halfwidth_mib_wasmtime,pss_mean_mib_docker,ci95_halfwidth_mib_docker,docker_to_wasmtime_pss_ratio,docker_minus_wasmtime_mib,wasmtime_memory_reduction_vs_docker_pct,wasmtime_pss_per_tenant_mib,docker_pss_per_tenant_mib
1,17.5603222656,0.023770765153006992,3.199970703150001,0.011584520956011837,0.18222733357340606,-14.360351562449999,-448.7650948902093,17.5603222656,3.199970703150001
5,17.59012695305,0.01810488530345631,13.591015624949998,0.009910370324854749,0.7726502293716201,-3.9991113281000015,-29.4246687551337,3.51802539061,2.7182031249899996
10,17.6486230469,0.028745872655405215,25.75698242185,0.017179500268538667,1.4594329740854342,8.108359374950002,31.480238026918748,1.7648623046899998,2.575698242185
20,17.76476562485,0.023601570917010414,49.50364257825,0.03490812606293477,2.786619515486459,31.738876953400002,64.11422533853064,0.8882382812425,2.4751821289125
50,18.06940429675,0.026317093642856164,119.67307617179999,0.06106181115965924,6.622967431932697,101.60367187505,84.90102797156315,0.36138808593500005,2.3934615234359997
100,18.63437499995,0.02258971261955479,236.24727539064997,0.12201249970265278,12.678035908973811,217.61290039069996,92.1123428961723,0.1863437499995,2.3624727539065
200,19.73958007815,0.02531554745264809,469.4710839841499,0.14417285525617163,23.783235617246675,449.73150390599994,95.79535763723067,0.09869790039074999,2.3473554199207496
