physical_tenants,wasmtime_pss_mib,docker_pss_mib,docker_to_wasmtime_ratio
1,34.15342773435,3.2139257811999995,0.09410258338338251
20,34.047900390900004,49.4206445312,1.451503439677845
100,34.4755761719,235.7152734374,6.837167050148516
200,35.878203125,468.86633789065,13.068278148075455
