metric,wasmtime_mean,wasmtime_median,wasmtime_ci95_halfwidth,wasmtime_p95,wasmtime_p99,wasmtime_cv_pct,docker_mean,docker_median,docker_ci95_halfwidth,docker_p95,docker_p99,docker_cv_pct,docker_to_wasmtime_ratio,wasmtime_reduction_vs_docker_pct
startup_ms,41.932834366666675,43.8713255,1.2740617132106598,46.3714636,47.07963639,11.761583224084935,531.9049659666667,535.3036075,5.261647904091869,551.9229705,555.1555431200001,3.8292813585886187,12.684689074809825,92.11648000118605
first_inference_ms,1.0782775666666666,0.987417,0.08072648350973663,1.6106178,1.9500163699999995,28.98110928556634,4.4253871500000015,3.809923,1.1497105515753276,4.870379999999999,18.84696481999989,100.56961472703914,4.104126142288597,75.63427718032159
cold_to_first_result_ms,43.18819993333332,45.1486745,1.2916165122062773,47.80988215,48.36235723,11.577053091719554,536.664993,539.466933,4.873432738805956,555.7033798,559.7185055,3.5152907329341314,12.426194975211125,91.95248423193996
warm_inference_ms,0.38949902666666664,0.380870425,0.01465541337009799,0.5352334599999999,0.5775324489999999,14.56536041595905,0.8014569316666668,0.7921699,0.017601360519652123,0.9236552724999999,1.0224582059999996,8.501500579407002,2.0576609357038365,51.4011282107592
