concurrency,wasmtime_n,docker_n,wasmtime_rps,docker_rps,rps_ratio,wasmtime_p95_ms,docker_p95_ms,wasmtime_p99_ms,docker_p99_ms
1,32,60,6083.608962633813,3479.9252779942835,1.7482010321038295,0.2029140390625,0.40750956833333335,0.2183143071875,0.48327502483333334
2,36,60,8390.755123000556,5732.2030552072165,1.4637923747970287,0.3360037513888889,0.3689286233333333,0.35584007333333334,0.4354934738333333
4,22,28,8824.632248570091,5937.353063136107,1.4862906340134208,0.6468389886363637,0.7165350696428572,0.6913332359090909,0.8423563853571429
8,20,20,9194.58958539195,6058.5068059419,1.517632954769371,1.28250864,1.3674043875,1.331124695,1.621699304
16,56,20,9377.268685720483,6265.1409615545,1.4967370635813764,2.5152924973214286,2.5800499974999997,2.620714999107143,3.1643777805
32,20,60,9423.75968278865,6205.03632789145,1.5187275601319425,5.0187092875,5.18393816,5.118480245,6.077596217666667
64,44,60,9162.530467860932,5957.455438300934,1.5379939577817616,6.846641392045455,10.508615529166667,33.05664248272727,33.27912326083333
128,49,27,8717.625045052919,5736.349229942074,1.5197165820291156,13.963190056122448,21.821509275925926,59.002627833877554,64.09007092888889
256,60,20,8370.088068003133,5514.33816866645,1.5178771798152704,62.0482263825,87.9345303225,98.7620297995,110.7440982455
